x1,x2,Value,Timestamp
3.1422057991997203,2.274969912553952,0.39788936340698555,430442.0
3.1396672432562767,2.2765034656957956,0.39790515622607714,394907.0
3.143131156167053,2.270526359563051,0.39790944171311793,424373.0
3.1393044143521553,2.27265757139063,0.397929533396125,436602.0
3.143265612791435,2.2667462519339026,0.39794908956113595,434906.0
3.1390078415424423,2.2829127254052315,0.3979541984596011,439233.0
3.1453209603118673,2.2710278353475126,0.3979552308581553,444309.0
3.138977617090072,2.270521403707498,0.3979626846063251,424027.0
3.1450505052066546,2.267828344838095,0.3979648022543447,373928.0
3.1409893586304705,2.266312516189494,0.39797297440166446,424246.0
3.1440961240074543,2.281401570614502,0.39798722222006333,373248.0
3.1445418022044613,2.2649185994003806,0.39798968369531273,374572.0
3.1424595775385793,2.2638703714000252,0.3980002447343658,362675.0
3.1463564622907114,2.2745920292777995,0.3980072298103323,364518.0
3.143126953240861,2.263012461362621,0.3980151120401523,373558.0
3.1364070270645676,2.2764250052351582,0.398023338962874,368418.0
3.1366599214903754,2.2743605325988363,0.3980243311929108,447476.0
3.1384528877463005,2.267970710814781,0.39802454118419206,419595.0
3.136166313666596,2.2807650125410905,0.398031064426565,414684.0
3.1369807301862007,2.271597888747467,0.3980384963784154,408432.0
